title,state,date,season,precip_type,number,temperature,dew_point,humidity,visibility,uv_index
Report 7593: Stevenson Ridge vocalization startles father and son,Washington,2005-02-05,Summer,rain,7593,38.36,33.32,0.81,8.73,2
Report 13183: Campers hear possible vocalizations at night near Kalama Horse Camp,Washington,2005-08-19,Summer,NA,13183,68.905,52.15,0.62,10,8
Report 13115: Daylight sighting by a backpacker on Silver Star Mountain (See Photos),Washington,2005-11-17,Fall,NA,13115,36.445,35.56,0.99,9.15,2
"Report 21473: Man and girlfriend, camping, hear loud footsteps and tree knocking near Cispus, Washington",Washington,2007-09-03,Summer,NA,21473,57.695,48.59,0.79,NA,0
Report 25194: Father and son hear a wood knock and find large human-like barefoot tracks while hunting near Trout Lake,Washington,2008-11-26,Fall,NA,25194,32.69,31.36,0.97,NA,1
Report 26572: Backpacker hears multiple vocalizations while camping near Trout Lake,Washington,2009-09-09,Summer,NA,26572,55.865,48.01,0.83,NA,5
Report 28307: Couple hear strange vocalization at their cabin near Carson,Washington,2010-09-25,Fall,NA,28307,66.42,52.01,0.73,10,5
NA,Washington,NA,Summer,NA,45899,NA,NA,NA,NA,NA
NA,Washington,NA,Summer,NA,62449,NA,NA,NA,NA,NA
"Report 65864: Elk hunters have knock answered, hear roar vocalization, have tent slapped, north of Mt. St. Helens.",Washington,2016-11-07,Winter,rain,65864,46.035,43.24,0.98,NA,0
"Report 63324: Campers describe sounds, rock throwing and brief sighting at dark near Wind River Work Center outside Carson",Washington,2019-09-01,Summer,NA,63324,66.92,55.78,0.67,9.997,6
"Report 65295: Road crossing sighting 3mi north of Columbia Gorge, south of Willard",Washington,2020-01-04,Winter,rain,65295,40.81,38.53,0.89,8.869,1
Report 65464: Vocalizations near the summit of Silver Star Mountain,Washington,2020-05-15,Spring,snow,65464,48.525,40.02,0.88,6.371,6
NA,Washington,NA,Summer,NA,65980,NA,NA,NA,NA,NA
Report 67407: Possible wood knocks heard near Marble mountain Sno-Park,Washington,2020-12-16,Fall,rain,67407,38.895,37.35,0.92,4.586,1
Report 34240: Passenger sees a large figure moving between buildings in Biron,Wisconsin,2012-02-18,Winter,NA,34240,21.575,15.61,0.64,9.88,3
Report 38662: Hikers make a vocalization and hear possible return vocalizations outside Biron,Wisconsin,2012-12-19,Winter,NA,38662,30.18,24.85,0.86,7.14,1
NA,Maryland,NA,Fall,NA,8135,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,232,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,50159,NA,NA,NA,NA,NA
Report 10778: Vocals and thrown objects experienced by two friends exploring,Maryland,1994-08-15,Summer,rain,10778,71.41499999999999,58.53,0.68,9.7,5
NA,Maryland,NA,Summer,NA,1169,NA,NA,NA,NA,NA
NA,Maryland,NA,Unknown,NA,1168,NA,NA,NA,NA,NA
NA,Maryland,NA,Spring,NA,6249,NA,NA,NA,NA,NA
Report 25137: Memory told of a possible late night sighting while driving near Hurlock,Maryland,1999-04-15,Spring,rain,25137,54.635,37.14,0.6,9.04,6
NA,Maryland,NA,Spring,NA,45266,NA,NA,NA,NA,NA
NA,Maryland,NA,Spring,NA,231,NA,NA,NA,NA,NA
NA,Maryland,NA,Spring,NA,2666,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,1748,NA,NA,NA,NA,NA
Report 8259: Hunters find scat and have large rock thrown at them,Maine,1970-11-15,Fall,NA,8259,NA,NA,NA,NA,NA
NA,Maine,NA,Summer,NA,1189,NA,NA,NA,NA,NA
NA,Maine,NA,Summer,NA,3229,NA,NA,NA,NA,NA
NA,Maine,NA,Unknown,NA,1188,NA,NA,NA,NA,NA
"Report 67335: Knocks heard near Spectacle Pond, 27 miles east of Bangor",Maine,2020-11-12,Fall,rain,67335,45.709999999999994,45.96,0.73,9.976,2
NA,Maine,NA,Summer,NA,7421,NA,NA,NA,NA,NA
Report 55290: Possible footprint found by a family looking for moose antlers near Wilson Mills,Maine,2016-07-26,Summer,NA,55290,65.39500000000001,62.84,0.85,10,6
Report 66109: Multi-witness daylight sighting along powerlines south of Bryant Pond,Maine,2020-09-26,Fall,rain,66109,67.355,52.63,0.76,9.951,5
Report 66224: Distinct wood knocks heard 18 miles NNE of Bangor,Maine,2020-10-19,Fall,rain,66224,52.425,39.18,0.77,10,3
NA,Maryland,NA,Summer,NA,1163,NA,NA,NA,NA,NA
Report 10687: Child sees large figure looking at him in window at night,Maryland,1972-08-15,Summer,NA,10687,67.375,61.86,0.68,7.41,6
NA,Maryland,NA,Summer,NA,1164,NA,NA,NA,NA,NA
NA,Maryland,NA,Fall,NA,3602,NA,NA,NA,NA,NA
NA,Maryland,NA,Fall,NA,3214,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,5297,NA,NA,NA,NA,NA
"Report 12601: Bow hunter hears vocalizations, smells foul odor",Maryland,2005-09-14,Fall,rain,12601,79.78,71.83,0.81,8.91,5
Report 24952: Bird watcher experiences unusual activity while hiking in the Oxbow Lake Nature Preserve,Maryland,2008-05-01,Spring,rain,24952,59.60000000000001,45,0.72,6.04,5
Report 27702: Man recalls seeing a tall dark creature behind his house at dusk near Laurel,Maryland,2010-08-15,Summer,rain,27702,74.60499999999999,69.97,0.86,4.32,4
NA,Maryland,NA,Fall,NA,6875,NA,NA,NA,NA,NA
Report 30634: Night hikers possibly stalked near Bee Tree Preserve,Maryland,2011-05-14,Spring,rain,30634,59.71,57.37,0.95,1.92,5
NA,Maryland,NA,Fall,NA,37558,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,8451,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,1167,NA,NA,NA,NA,NA
Report 31814: Memories told of several incidents including an observation through a rifle scope while target practicing outside Street,Maryland,1993-09-15,Fall,rain,31814,NA,69.83,0.74,7.22,7
NA,Maryland,NA,Fall,NA,329,NA,NA,NA,NA,NA
NA,Maryland,NA,Winter,NA,1166,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,7651,NA,NA,NA,NA,NA
NA,Maryland,NA,Summer,NA,1170,NA,NA,NA,NA,NA
Report 46620: Possible nighttime sighting through a living room window near Potomac,Maryland,2014-03-15,Winter,NA,46620,50.53,25.2,0.32,7.02,5
Report 29330: Recollection of possible vocalizations and brush crashing while camping in the Lil-Aaron Straus Wilderness Area,Maryland,1989-05-15,Spring,rain,29330,56.02,55.45,1,1.25,5
NA,Maine,NA,Summer,NA,1186,NA,NA,NA,NA,NA
NA,Maine,NA,Fall,NA,859,NA,NA,NA,NA,NA
NA,Michigan,NA,Unknown,NA,48824,NA,NA,NA,NA,NA
Report 24620: Man recalls family experiencing possible intimidation near Ann Arbor,Michigan,1974-07-30,Summer,NA,24620,66.34,52.74,0.59,10,6
NA,Michigan,NA,Spring,NA,823,NA,NA,NA,NA,NA
Report 24238: Man recalls multi-witness sighting in teen years near Manistique,Michigan,1962-04-01,Spring,NA,24238,NA,NA,NA,NA,NA
"Report 815: Witness observes strange ""monkey-like"" animal from bedroom window.",Michigan,1987-08-15,Summer,rain,815,82.05,71.19,0.79,NA,8
Report 37448: Hunter recalls a possible encounter during deer season near St. Helen,Michigan,1968-11-15,Fall,rain,37448,NA,36.39,0.94,4.66,1
Report 29409: Woman remembers childhood sighting near Rogers City,Michigan,1967-05-17,Spring,NA,29409,NA,28.65,0.4,10,5
Report 7275: Mother and son find footprints in woods near Nunica.,Michigan,1994-07-16,Summer,NA,7275,70.045,60.94,0.79,9.29,8
Report 30753: Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gaylord,Michigan,2011-11-05,Summer,rain,30753,45.45,31.3,0.72,10,2
Report 31592: Hunter recalls incidents near Pecks Lake,Michigan,1989-11-01,Fall,NA,31592,NA,NA,NA,NA,NA
Report 5137: Scientist hears nocturnal vocalizations near Ontanagon.,Michigan,2002-07-20,Summer,NA,5137,NA,NA,NA,NA,NA
Report 55573: Long term possible Sasquatch interactions on a farm near New Era beginning in the mid 1970's,Michigan,1976-06-15,Unknown,rain,55573,68.395,62.4,0.72,7.96,5
Report 37652: Possible nighttime activity while camping and a chimp-like animal seen lifeless in the road near New Era,Michigan,2000-06-15,Summer,NA,37652,68.28,57.46,0.77,9.96,9
Report 31603: Motorists describe a nighttime sighting near the Manistee National Forest.,Michigan,2011-07-15,Summer,NA,31603,71.30499999999999,59.53,0.67,10,9
NA,Michigan,NA,Fall,NA,767,NA,NA,NA,NA,NA
Report 34990: Family members describe possible nighttime vocalizations heard over the years near Prescott,Michigan,2001-07-15,Summer,NA,34990,NA,NA,NA,NA,NA
Report 10904: Deer hunter watches large bipedal animal in Rifle River State Park.,Michigan,2003-11-17,Fall,NA,10904,44.120000000000005,38.38,0.88,5.03,1
Report 27037: Vacationer hears possible howls at night near Henderson Lake,Michigan,2006-05-15,Spring,NA,27037,54.629999999999995,47.49,0.83,10,6
Report 21792: Night Time Sighting by Motorist - South of Lupton,Michigan,2008-10-22,Fall,NA,21792,37.315,23.53,0.75,10,3
Report 55541: Motorist has a possible daylight sighting just north of South Branch,Michigan,2016-09-06,Summer,rain,55541,78.89500000000001,69.14,0.82,9.93,6
Report 35282: Close encounter experienced while waiting for the school bus near Marion,Michigan,2009-05-04,Spring,NA,35282,52.94,30.98,0.53,10,9
NA,Michigan,NA,Fall,NA,2943,NA,NA,NA,NA,NA
NA,Michigan,NA,Fall,NA,43588,NA,NA,NA,NA,NA
Report 25622: Two men see a bigfoot cross a road near Rose City,Michigan,1997-10-01,Fall,NA,25622,NA,NA,NA,NA,NA
NA,Michigan,NA,Summer,NA,1211,NA,NA,NA,NA,NA
Report 15150: Possible daylight sighting by backwoods motorist couple near Huron National Forest,Michigan,2006-07-09,Summer,rain,15150,69.12,60.6,0.69,9.41,9
Report 24868:  Hunter tells of his daylight encounter while baiting bear outside Lewiston,Michigan,2008-10-12,Fall,NA,24868,65.955,50.59,0.71,10,4
Report 25031: Bird hunter surprises a resting sasquatch near Curtisville,Michigan,2008-11-18,Fall,snow,25031,21.744999999999997,12.88,0.64,10,1
Report 27783: Man recounts two experiences with bigfoot while camping in the Lower Peninsula,Michigan,2010-10-09,Summer,NA,27783,48.06,40.83,0.72,NA,0
Report 40106: Possible daylight sighting by a motorist near Mio.,Michigan,2013-03-12,Spring,NA,40106,25.085,24.12,0.81,NA,0
Report 5280: Two cars stop to let pair of BF cross the road.,Michigan,2002-11-07,Fall,NA,5280,51.735,33.25,0.71,9.76,2
Report 33611: Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse,Michigan,2003-07-15,Summer,rain,33611,65.58,61.03,0.81,8.29,5
Report 4613: Two firefighters have near collision with animal north of Houghton Lake.,Michigan,1980-08-12,Summer,NA,4613,58.41,57.35,0.81,9.5,4
Report 15479: Daylight sighting in woods behind high school outside Houghton Lake,Michigan,1999-04-14,Spring,NA,15479,47.855,27.43,0.49,10,7
Report 25298: Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,Michigan,2009-07-16,Fall,NA,25298,59.43,53.03,0.68,9.96,9
Report 31121: Resonant vocalizations and bipedal movement heard by hunter camped near Roscommon,Michigan,2011-11-14,Fall,NA,31121,38.595,37.7,0.8,9.93,2
Report 38946: Recollection of a possible road crossing at dusk near Roscommon,Michigan,2013-02-05,Fall,NA,38946,12.95,5.65,0.81,7.2,2
NA,Michigan,NA,Spring,NA,57401,NA,NA,NA,NA,NA
Report 65867: Daylight sighting along Lake Huron north of Lexington,Michigan,2020-08-01,Summer,rain,65867,73.80000000000001,67.06,0.8,9.995,7
Report 20457: Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge,Michigan,1977-01-01,Winter,NA,20457,NA,NA,NA,NA,NA
NA,Michigan,NA,Fall,NA,2554,NA,NA,NA,NA,NA
Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,Michigan,1993-06-07,Summer,rain,22973,54.115,49.18,0.89,NA,0
Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,Michigan,2002-09-15,Fall,rain,24127,55.105,48.01,0.77,10,5
Report 17939: Possible stalking of two people walking in the early evening near Lake Michigan and Gulliver Lake (Upper Peninsula),Michigan,2006-07-11,Summer,NA,17939,66.58,56.85,0.78,10,9
Report 20043: Possible footprint and chatter outside Wetmore,Michigan,2007-06-01,Summer,NA,20043,65.94,58.84,0.82,4.33,9
Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,Michigan,2010-08-15,Summer,rain,31025,65.19,62.44,0.73,9.79,5
NA,Michigan,NA,Fall,NA,821,NA,NA,NA,NA,NA
NA,Michigan,NA,Fall,NA,822,NA,NA,NA,NA,NA
"Report 5321: Having morning coffee and looking out the window, man sees tall black ""ape"" walking in his woods.",Michigan,1999-02-15,Winter,rain,5321,40.88,24.53,0.65,10,3
Report 8351: Father describes possible late night vocalizations heard by his boys near Willis,Michigan,1999-06-19,Summer,NA,8351,64.09,49.7,0.62,10,10
"Report 3007: Bare, wide footprints seen in the mud of a February thaw",Michigan,2001-02-15,Winter,NA,3007,30.375,24.01,0.8,9.81,3
Report 2953: 2 witnesses see a BF at night in the headlights,Michigan,2001-08-07,Summer,rain,2953,83.17500000000001,71.31,0.69,9.73,8
Report 8389: Young man sees strange animal running down road under streetlight.,Michigan,2004-03-27,Spring,NA,8389,49.32,47.95,0.86,8.59,4
Report 9544: Loud vocalization heard near gravel pit,Michigan,2004-08-31,Summer,NA,9544,66.88,57.37,0.77,9.92,6
Report 28023: Two hunters experience possible sasquatch intimidation behavior near Pinckney State Recreation Area,Michigan,2011-07-14,Fall,NA,28023,70.495,52.99,0.63,10,10
NA,Maine,NA,Summer,NA,2678,NA,NA,NA,NA,NA
"Report 31302: Avid hiker recalls years of experience living in an area with what local people called the ""Shadow People"" near Montague",Michigan,1979-07-15,Summer,NA,31302,74.4,62.23,0.72,7.92,7
NA,Michigan,NA,Spring,NA,1129,NA,NA,NA,NA,NA
Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,Michigan,1986-09-01,Summer,NA,26245,NA,NA,NA,NA,NA
NA,Michigan,NA,Fall,NA,38155,NA,NA,NA,NA,NA
NA,Michigan,NA,Spring,NA,42351,NA,NA,NA,NA,NA
NA,Michigan,NA,Fall,NA,43968,NA,NA,NA,NA,NA
NA,Michigan,NA,Fall,NA,26782,NA,NA,NA,NA,NA
Report 9568: Teen hears extremely loud vocalization along path near home,Michigan,1982-09-15,Fall,NA,9568,NA,NA,NA,NA,NA
NA,Michigan,NA,Fall,NA,44191,NA,NA,NA,NA,NA
Report 30089: Memory told of a possible encounter while deer hunting east of Manistee,Michigan,1962-11-15,Winter,NA,30089,NA,NA,NA,NA,NA
"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",Michigan,1979-06-01,Summer,rain,20173,55.955,47.86,0.73,6.96,7
Report 3525: Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,Michigan,1972-02-25,Winter,NA,3525,NA,NA,NA,NA,NA
NA,Michigan,NA,Unknown,NA,807,NA,NA,NA,NA,NA
Report 7399: Large Hairy Arm Knocks in Window Screen,Michigan,1977-05-15,Spring,rain,7399,67.97,37.37,0.4,9.83,8
Report 42056: Possible activity at a cabin outside Traverse City,Michigan,2013-09-02,Summer,rain,42056,57.98,52.52,0.8,9.33,4
Report 35387: Late afternoon sighting by two brothers near Baldwin,Michigan,2012-07-15,Summer,NA,35387,74.57,66.1,0.73,9.72,9
NA,Michigan,NA,Winter,NA,47557,NA,NA,NA,NA,NA
Report 31444: Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park,Michigan,1978-07-15,Summer,rain,31444,70.155,67.87,0.74,6.45,8
Report 29178: Passenger recalls a nighttime sighting near Brooklyn.,Michigan,1980-11-16,Fall,snow,29178,31.595,23.42,0.69,10,2
Report 14828: Possible dusk sighting near Lake Hudson State Park,Michigan,1995-06-01,Spring,NA,14828,67.47,60.72,0.86,6.96,5
NA,Michigan,NA,Summer,NA,806,NA,NA,NA,NA,NA
Report 23481: Juvenile Bigfoot crosses road and clears a fence near Fowlerville,Michigan,1978-07-01,Summer,rain,23481,61.19499999999999,54.6,0.78,8.21,5
Report 21271: Man describes road sighting in teen years near Pine Stump Junction,Michigan,1986-07-01,Summer,NA,21271,NA,NA,NA,NA,NA
Report 475: Rock hunters watch tall upright figure along Lake Superior near Newberry,Michigan,2005-07-15,Summer,NA,475,73.555,56.35,0.59,10,8
Report 48695: Fisherman finds possible footprints on the Carp River north of St. Ignace,Michigan,2015-05-10,Spring,NA,48695,51.02,43.99,0.8,9.437,4
NA,Michigan,NA,Fall,NA,808,NA,NA,NA,NA,NA
Report 43798: Memory told of an early evening sighting at a migrant work camp in Bear Lake,Michigan,1984-10-01,Fall,NA,43798,NA,NA,NA,NA,NA
Report 17175: Possible bluff charge toward a hunter in a blind near Copemish,Michigan,1995-11-15,Fall,snow,17175,30.45,17.68,0.71,9.75,1
"Report 30090: Grandfather and grandson witness a big, black creature chasing a deer near Manistee",Michigan,2009-11-15,Winter,rain,30090,34.935,32.42,0.7,10,2
NA,Michigan,NA,Spring,NA,26544,NA,NA,NA,NA,NA
Report 43519: Night fishermen startled while in their boat at Tippy Dam Campground,Michigan,2012-04-05,Spring,NA,43519,36.775000000000006,24.63,0.6,10,7
NA,Michigan,NA,Summer,NA,809,NA,NA,NA,NA,NA
Report 20100: Daylight sighting by hunters near Gwinn (Upper Peninsula),Michigan,1990-10-01,Fall,rain,20100,43.825,40.18,0.82,8.33,3
Report 2787: Horseback rider has close range sighting in jackpine forest,Michigan,1991-08-01,Summer,NA,2787,65.095,47.97,0.54,9.83,8
Report 7096: Bikers have daylight sighting near Marquette.,Michigan,1996-07-14,Summer,NA,7096,58.235,53.82,0.87,NA,4
Report 30902: Nighttime sighting on CR550 outside Marquette,Michigan,2002-11-15,Fall,snow,30902,14.715,17.41,0.77,6.86,1
Report 19936: Possible footprints found in snow outside Marquette,Michigan,2004-01-22,Winter,snow,19936,-2.415,-10.09,0.66,6.25,1
Report 17348: Possible tracks in snow near Gwinn,Michigan,2007-01-19,Winter,NA,17348,11.39,9.51,0.76,7.75,1
NA,Michigan,NA,Winter,NA,34006,NA,NA,NA,NA,NA
Report 19223: Possible footprints found near Manistee,Michigan,2006-11-20,Fall,snow,19223,34.614999999999995,26.04,0.75,9.85,2
NA,Michigan,NA,Summer,NA,63405,NA,NA,NA,NA,NA
Report 35437: Family reports possible vocalizations and unexplained activity near Mecosta,Michigan,2012-05-14,Spring,NA,35437,59.290000000000006,36.61,0.52,10,9
NA,Michigan,NA,Fall,NA,42658,NA,NA,NA,NA,NA
Report 48073: Fisherman sees tall figure with orange eyeshine leaving the Menominee River near Norway,Michigan,2013-07-13,Summer,NA,48073,70.815,58.4,0.65,10,9
Report 67602: Coyote hunters watch upright figure at night in woodline with glowing yellowish eyes outside Faithorn,Michigan,2021-01-30,Winter,snow,67602,27.455,16.08,0.73,9.017,1
Report 2830: BF shakes bush and screams at 2 hunters,Michigan,1972-11-15,Fall,NA,2830,NA,NA,NA,NA,NA
"Report 1811: Witness and cousin see ""hairy brown man-like creature"" watching them",Michigan,1977-09-15,Fall,rain,1811,58.525,48.84,0.83,7.7,4
"Report 810: witness describes an ""ape-like"" creature along a road.",Michigan,1997-11-15,Fall,snow,810,22.505,25.35,0.9,5.51,2
NA,Michigan,NA,Fall,NA,811,NA,NA,NA,NA,NA
NA,Michigan,NA,Summer,NA,812,NA,NA,NA,NA,NA
Report 35868: Retired police officer describes possible nighttime sighting near Monroe.,Michigan,2009-09-15,Summer,NA,35868,67.46,59.92,0.7,8.04,4
Report 4502: Late night sighting by motorist on 19 Mile Rd. near Greenville,Michigan,2002-06-12,Summer,NA,4502,68.725,62.79,0.83,6.48,6
Report 28945: Two individuals describe possible activity outside a cabin on Turk Lake,Michigan,2010-08-15,Summer,NA,28945,72.155,66.31,0.77,9.37,7
Report 36355: Possible paralleling described and tall figure seen at night south of Mt. Pleasant,Michigan,2012-06-15,Summer,NA,36355,75.37,51.81,0.5,10,10
Report 58621: Ongoing activity including a late night sighting at a home east of Vestaburg,Michigan,2017-10-28,Fall,NA,58621,38.599999999999994,33.56,0.8,9.84,2
